"GEOID","year","County","Geography","variable","Variable_Description","estimate","moe"
"36037",2018,"Genesee","NA County","B03002_012","Hispanic or Latino (Any Race)",3.18178689427313,0
"36037",2018,"Genesee","NA County","B03002_006","Asian (Non-Hispanic)",0.820828744493392,0.0739950440528634
"36037",2018,"Genesee","NA County","B03002_005","Native American (Non-Hispanic)",0.862128303964758,0.178964757709251
"36037",2018,"Genesee","NA County","B03002_007","Pacific Islander (Non-Hispanic)",0,0.0481828193832599
"36037",2018,"Genesee","NA County","B03002_008","Other (Non-Hispanic)",0.0739950440528634,0.063670154185022
"36037",2018,"Genesee","NA County","B03002_009","Two or More Races (Non-Hispanic)",2.23017621145374,0.406112334801762
"36123",2018,"Yates","NA County","B03002_003","White (Non-Hispanic)",94.7099044344036,0.251909312647447
"36123",2018,"Yates","NA County","B03002_004","Black (Non-Hispanic)",0.827702027270183,0.203926586428886
"36123",2018,"Yates","NA County","B03002_012","Hispanic or Latino (Any Race)",2.19520972449918,0
"36123",2018,"Yates","NA County","B03002_006","Asian (Non-Hispanic)",0.755727937942341,0.107961133991763
"36123",2018,"Yates","NA County","B03002_005","Native American (Non-Hispanic)",0.0639769682914151,0.0799712103642689
"36123",2018,"Yates","NA County","B03002_007","Pacific Islander (Non-Hispanic)",0.0279899236274941,0.035987044663921
"36123",2018,"Yates","NA County","B03002_008","Other (Non-Hispanic)",0.219920828501739,0.219920828501739
"36123",2018,"Yates","NA County","B03002_009","Two or More Races (Non-Hispanic)",1.19956815546403,0.291894917829581
"36117",2019,"Wayne","NA County","B03002_003","White (Non-Hispanic)",89.9280813972757,0.0386659154431666
"36117",2019,"Wayne","NA County","B03002_004","Black (Non-Hispanic)",2.71655674499276,0.2286812713353
"36117",2019,"Wayne","NA County","B03002_012","Hispanic or Latino (Any Race)",4.41012384140346,0
"36117",2019,"Wayne","NA County","B03002_006","Asian (Non-Hispanic)",0.784365713275666,0.101636120593467
"36117",2019,"Wayne","NA County","B03002_005","Native American (Non-Hispanic)",0.124835669859367,0.0673891669152333
"36117",2019,"Wayne","NA County","B03002_007","Pacific Islander (Non-Hispanic)",0.1159977463295,0.0939029375048332
"36117",2019,"Wayne","NA County","B03002_008","Other (Non-Hispanic)",0.0530275411791999,0.0364564345607
"36117",2019,"Wayne","NA County","B03002_009","Two or More Races (Non-Hispanic)",1.86701134568433,0.260718744131066
"36099",2019,"Seneca","NA County","B03002_003","White (Non-Hispanic)",89.011340505961,0.0290782204129107
"36099",2019,"Seneca","NA County","B03002_004","Black (Non-Hispanic)",4.7571968595522,0.261703983716197
"36099",2019,"Seneca","NA County","B03002_012","Hispanic or Latino (Any Race)",3.486478627508,0
"36099",2019,"Seneca","NA County","B03002_006","Asian (Non-Hispanic)",0.828729281767956,0.0988659494038965
